borrowerId,borrowerFname,borrowerMname,borroweLname,borrowerStreet,borrowerCity,borrowerState,borrowerZip,borrowerDOB,borrowerRace,borrowerEthnicity,borrowerGender,borrowerAnnualIncomeUSD
213,GINA,NULL,Beilke,3725 AIRPORT BOULEVARD SUITE 165,MOBILE,AL,36608,9/17/1994,Black,European American,Female,17573
214,KRISTIN,NULL,Balk,6301 EAST HIGHWAY 290,AUSTIN,TX,78723,8/23/1993,White,European American,Male,47533
215,JESSIE,NULL,Bazile,6410 MCPHERSON ROAD,LAREDO,TX,78041,7/14/1988,Black,European American,Male,79379
216,NATALIE,NULL,Bancourt,6677 MAIN STREET,CASS CITY,MI,48726,1/8/1984,White,European American,Female,68095
217,AGNES,NULL,Aquil,1600 MILLRACE DR. #207,EUGENE,OR,97403,12/25/1981,White,European American,Male,24475
218,VERA,NULL,Bechel,1000 NORTH 31 AVENUE,PHOENIX,AZ,85051,3/22/1999,White,European American,Female,75223
219,WILLIE,NULL,Auwaerter,760 MOORE ROAD,KING OF PRUSSIA,PA,19406,12/17/1991,White,European American,Male,24689
220,CHARLENE,NULL,Benischek,6020 SHALLOWFORD ROAD,CHATTANOOGA,TN,37421,6/15/1977,White,European American,Female,48485
221,BESSIE,NULL,Bannon,568 MIAMISBURG-CENTERVILLE RD,DAYTON,OH,45459,5/30/1993,White,European American,Male,61069
222,DELORES,NULL,Abbinanti,1620 SOUTH PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,78416,7/24/1979,White,European American,Male,43401
223,MELINDA,NULL,Amistoso,1900 N. EXPRESSWAY,BROWNSVILLE,TX,78521,8/6/1987,Black,European American,Female,44820
224,PEARL,NULL,Actis,4500 ENTERPRISE DRIVE,ALLEN PARK,MI,48101,11/10/1983,White,European American,Male,77489
225,ARLENE,NULL,Balckburn,5025 EAST ROYALTON ROAD,BROADVIEW HEIGHTS,OH,44147,4/25/1991,White,European American,Female,17945
226,MAUREEN,NULL,Archacki,1500 SOUTH JACKSON  ROAD,MCALLEN,TX,78503,12/16/1975,White,European American,Male,18054
227,COLLEEN,NULL,Alberthal,256 NORTH SAM HOUSTON PARKWAY,HOUSTON,TX,77060,9/14/1983,White,European American,Male,47176
228,ALLISON,NULL,Alton,1301 22ND AVE S.,NASHVILLE,TN,37232,3/22/2000,White,European American,Male,28687
229,TAMARA,T,Auwarter,4601 CENTRAL AVENUE,COLUMBUS,IN,47203,12/10/1994,White,European American,Male,82135
230,JOY,NULL,Babbel,5520 LAKEWOOD RANCH BVD,BRADENTON,FL,34211,9/29/1988,White,European American,Male,32401
231,GEORGIA,NULL,Belanich,4405 N. CHESTNUT ST,COLORADO SPRINGS,CO,80907,9/16/2001,White,European American,Male,56410
232,CONSTANCE,NULL,Abt,1154 POQUONNOCK ROAD,GROTON,CT,6340,1/31/1999,Hispanic,European American,Male,61439
233,LILLIE,NULL,Ayles,9999 RICHMOND ROAD,HOUSTON,TX,77042,8/15/1988,White,European American,Female,85484
234,CLAUDIA,NULL,Arturo,3131 FREDERICK BOULEVARD,ST. JOSEPH,MO,64501,6/3/1983,Black,European American,Female,34684
235,JACKIE,NULL,Albea,4315 PEONY LANE NORTH,PLYMOUTH,MN,55446,12/10/1975,White,European American,Male,59460
236,MARCIA,NULL,Bashline,1421 9TH STREET,LUBBOCK,TX,79401,2/21/1997,White,European American,Female,65424
237,TANYA,NULL,Benningfield,3910 RIGA BLVD,TAMPA,FL,33619,8/2/2000,White,European American,Female,36574
238,NELLIE,NULL,Batcher,BLUE HEN CORPORATE CENTER,DOVER,DE,19901,6/2/1998,White,European American,Male,23589
239,MINNIE,NULL,Bastain,365 WESTGATE DRIVE,BROCKTON,MA,2401,2/5/1984,Black,European American,Male,64521
240,MARLENE,NULL,Andregg,2359 WINDY HILL ROAD,MARIETTA,GA,30067,8/13/1977,White,European American,Male,10384
241,HEIDI,NULL,Berczel,211 PLAIN STREET,LOWELL,MA,1852,5/25/1997,White,European American,Male,79897
242,GLENDA,NULL,Benallie,3600 MARKET STREET,PHILADELPHIA,PA,19104,8/21/1976,White,European American,Male,73579
243,LYDIA,NULL,Arizzi,2180 HORNIG ROAD,PHILADELPHIA,PA,19116,12/29/1997,White,European American,Male,24364
244,VIOLA,NULL,Benne,2000 WESTMORELAND STREET,RICHMOND,VA,23230,9/12/1999,Black,European American,Male,17827
245,COURTNEY,NULL,Bares,2001 BEACH STREET,FORT WORTH,TX,76103,8/4/1984,White,European American,Female,75845
246,MARIAN,NULL,Allah,101 PIERPONT ROAD,WATERBURY,CT,6705,10/26/1986,White,European American,Male,52037
247,STELLA,NULL,Abercrombie,2300 EAST MEYER BOULEVARD,KANSAS CITY,MO,64132,1/24/1988,White,European American,Male,45247
248,CAROLINE,NULL,Badlam,1610 STATE ROUTE 521,DELAWARE,OH,43015,11/2/1976,White,European American,Male,60968
249,DORA,NULL,Bengston,1850 RESEARCH DRIVE,TROY,MI,48083,9/15/2000,White,European American,Male,55710
250,JO,NULL,Affronti,6039 SOUTH RIO GRANDE AVENUE,ORLANDO,FL,32809,4/11/1978,White,European American,Female,57534
251,VICKIE,NULL,Bartram,8511 COMMODITY CIRCLE,ORLANDO,FL,32819,4/22/1997,White,European American,Female,78443
252,MATTIE,Y,Benefiel,2495 VILLAGE VIEW DRIVE,HENDERSON,NV,89074,11/2/1983,White,European American,Male,73606
253,TERRY,NULL,Badena,1451 CENTER CROSSING,LAS VEGAS,NV,89144,12/7/1975,White,European American,Male,14287
254,MAXINE,NULL,Abdelal,1927 LAKESIDE PARKWAY,TUCKER,GA,30084,5/23/1975,Hispanic,European American,Male,41591
255,IRMA,NULL,Adamcik,275 WINDSOR STREET,HARTFORD,CT,6120,2/2/1980,White,European American,Male,54539
256,MABEL,NULL,Beckim,1201 CYPRESS CREEK ROAD,FT. LAUDERDALE,FL,33309,4/1/1976,Hispanic,European American,Male,52718
257,MARSHA,NULL,Anastasia,9999 RICHMOND AVENUE,HOUSTON,TX,77042,3/19/1991,White,European American,Male,14432
258,MYRTLE,NULL,Badalamenti,711 STEWART AVENUE 2ND FLOOR,GARDEN CITY,NY,11530,5/18/1992,White,European American,Female,60311
259,LENA,NULL,Asby,675 US ROUTE 1 SOUTH SECOND FLOOR,ISELIN,NJ,8830,9/3/1977,White,European American,Male,55882
260,CHRISTY,NULL,Barcena,1144 BOON STREET,TRAVERSE CITY,MI,49686,3/10/1989,White,European American,Male,65910
261,DEANNA,NULL,Arevalo,8991 B HARLAN STREET SUITE B,WESTMINSTER,CO,80031,9/2/1989,White,European American,Male,73649
262,PATSY,NULL,Adens,14107A EAST EXPOSITION AVENUE,AURORA,CO,80012,4/3/1982,White,European American,Male,11306
263,HILDA,NULL,Anne,267 GENERAL VALERO AVENUE,FAJARDO,PR,738,4/13/1987,White,European American,Male,37281
264,GWENDOLYN,NULL,Alaibilla,927-1015 EAST TERRA LANE,OFALLON,MO,63366,7/16/2000,White,European American,Female,78073
265,JENNIE,NULL,Adair,9811 SOUTH OUTER FORTY DRIVE,ST. LOUIS,MO,63124,11/17/2000,Black,European American,Female,70203
266,NORA,NULL,Alfonzo,11310 GREENS CROSSING BOULEVARD,HOUSTON,TX,77067,12/12/2001,White,European American,Male,50473
267,MARGIE,NULL,Abdulmuniem,2205 WALNUT STREET,CARY,NC,27511,11/6/1975,White,European American,Male,54840
268,NINA,NULL,Addis,63155 EAST 290 ROAD,GROVE,OK,74345,6/21/1998,White,European American,Female,51001
269,CASSANDRA,NULL,Bayn,2475 EAST TAHQUITZ CANYON WAY,PALM SPRINGS,CA,92262,12/15/1999,White,European American,Male,89074
270,LEAH,NULL,Barg,475 LISBON STREET,LEWISTON,ME,4240,4/21/1996,White,European American,Male,87659
271,PENNY,NULL,Agtarap,1914 WIBLE ROAD,BAKERSFIELD,CA,93304,9/9/1980,White,European American,Male,56032
272,KAY,NULL,Bakaler,8301 93RD AVENUE NORTH,BROOKLYN PARK,MN,55445,3/5/1981,Hispanic,European American,Male,58635
273,PRISCILLA,NULL,Abruzzese,BAYWOOD PLAZA,FRIENDSWOOD,TX,77546,12/3/1987,White,European American,Male,33658
274,NAOMI,NULL,Allevato,44 SHAW AVENUE,CLOVIS,CA,93612,12/28/1982,White,European American,Male,21254
275,CAROLE,NULL,Ahrenholtz,1301 BUCK JONES ROAD,RALEIGH,NC,27606,9/9/1981,White,European American,Female,18744
276,BRANDY,NULL,Beacher,105 GAUSE BOULEVARD WEST,SLIDELL,LA,70460,6/29/1996,White,European American,Male,50715
277,OLGA,NULL,Belfi,200 REPUBLIC AVENUE SUITE F,LAFAYETTE,LA,70508,2/20/1980,White,European American,Male,33229
278,BILLIE,D,Antill,6300 TECHNOLOGY CENTER DRIVE,INDIANAPOLIS,IN,46278,2/5/1978,White,European American,Male,58150
279,DIANNE,NULL,Aldrige,5801 EAST 41ST STREET,TULSA,OK,74135,12/30/1986,White,European American,Male,85147
280,TRACEY,NULL,Anderson,801 SPACE PARK NORTH,GOODLETTSVILLE,TN,37072,5/9/1998,White,European American,Female,25849
281,LEONA,NULL,Backe,7265 NW25TH STREET,MIAMI,FL,33122,6/11/2000,White,European American,Male,32665
282,JENNY,NULL,Avendano,920 CEDAR LAKE ROAD,BILOXI,MS,39532,11/4/1982,White,European American,Male,43203
283,FELICIA,NULL,Becton,3500 DEPAUW BOULEVARD,INDIANAPOLIS,IN,46268,8/10/1985,White,European American,Male,56521
284,SONIA,NULL,Ashmen,BO.LOMAS 149 ROAD KM. 6702,JUANA DIAZ,PR,795,8/9/1975,White,European American,Male,34320
285,MIRIAM,NULL,Avolio,108 SOUTH SENECA,BARTLESVILLE,OK,74003,6/12/1996,White,European American,Male,45542
286,VELMA,NULL,Appello,1100 NORTH SHERMAN,NAPERVILLE,IL,60563,1/1/1979,White,European American,Male,29256
287,BECKY,NULL,Baldasaro,6000 EAST STATE STREET 4TH FLOOR,ROCKFORD,IL,61108,6/1/1988,White,European American,Female,59700
288,BOBBIE,NULL,Autobee,2323 LAKELAND DRIVE,JACKSON,MS,39232,11/27/1987,White,European American,Male,74766
289,VIOLET,NULL,Abasta,1500 NORTH 31ST AVENUE,HATTIESBURG,MS,39401,2/23/1978,White,European American,Female,86345
290,KRISTINA,NULL,Abrahamian,2733 SOUTH RIDGE ROAD SUITE 3,GREEN BAY,WI,54304,9/27/1992,White,European American,Male,28893
291,TONI,NULL,Arb,CHARLES ED ALLEN HALL VA,JOHNSON CITY,TN,37614,2/17/1984,White,European American,Male,61230
292,MISTY,NULL,Aldrow,15-30 PETRACCA PLACE,WHITESTONE,NY,11357,8/26/1985,White,European American,Male,62440
293,MAE,NULL,Batesole,645 ANDOVER PARK WEST,SEATTLE,WA,98188,4/6/1987,White,European American,Male,59503
294,SHELLY,NULL,Agarwal,4511 HORIZON HILL BOULEVARD,SAN ANTONIO,TX,78229,2/18/2000,White,European American,Female,60478
295,DAISY,NULL,Appleton,721 EASTGATE LOOP,CHATTANOOGA,TN,37411,11/18/1983,White,European American,Female,34189
296,RAMONA,NULL,Beauchemin,8565 EAGLE POINT CIRCLE,LAKE ELMO,MN,55042,9/17/1982,White,European American,Male,26395
297,SHERRI,NULL,Andreu,9340 WEST SAHARA AVENUE,LAS VEGAS,NV,89117,9/17/1984,White,European American,Female,60401
298,ERIKA,NULL,Aquirre,11041 SOUTH EASTERN AVENUE,HENDERSON,NV,89052,3/21/1991,White,European American,Female,66906
299,KATRINA,NULL,Beaulieu,3704 WEST WALNUT,ROGERS,AR,72756,12/8/1990,White,European American,Male,21299
300,CLAIRE,NULL,Bacarella,4040 VINE STREET,RIVERSIDE,CA,92507,4/14/1982,White,European American,Female,87030
301,LINDSEY,NULL,Adams,56075 PARKWAY AVENUE,ELKHART,IN,46516,8/4/2000,White,European American,Male,65051
302,LINDSAY,NULL,Baillio,904 SOUTH TAYLOR STREET,GREEN BAY,WI,54303,12/2/2000,White,European American,Male,28315
303,GENEVA,NULL,Bergmark,1780 WEST 49 STREET,HIALEAH,FL,33012,10/27/1991,White,European American,Male,37789
304,GUADALUPE,NULL,Animashaun,2401 N.W. 23RD STREET #14,OKLAHOMA CITY,OK,73107,5/16/1978,White,European American,Male,74239
305,BELINDA,NULL,Amass,1111 DIGITAL DRIVE,RICHARDSON,TX,75081,1/13/1989,White,European American,Male,87777
306,MARGARITA,NULL,Balthazor,2144 CENTRAL BOULEVARD,BROWNSVILLE,TX,78520,1/26/1992,White,European American,Male,81185
307,SHERYL,NULL,Bauerlein,3900 NORTH 23RD STREET,MCALLEN,TX,78501,8/26/1977,White,European American,Male,46804
308,CORA,NULL,Bann,331 SOUTH STATE ROAD 7,MARGATE,FL,33068,11/5/1978,White,European American,Male,45420
309,FAYE,NULL,Barsegyan,906 SE EVERETT MALL PARKWAY,EVERETT,WA,98208,10/26/1980,White,European American,Male,45693
310,ADA,NULL,Aningalan,2156 PACIFIC AVENUE,TACOMA,WA,98402,3/15/1996,White,European American,Female,24213
311,NATASHA,NULL,Baskett,1750 BEAVER RUIN ROAD,NORCROSS,GA,30093,2/19/1992,White,European American,Male,25220
312,SABRINA,E,Angeloff,GREENBRIER CIRCLE CORPORATE CENTER,CHESAPEAKE,VA,23320,10/21/1989,Black,European American,Male,44040
313,ISABEL,NULL,Becklund,6080 NORTH CENTRAL EXPRESSWAY,DALLAS,TX,75206,4/12/1993,White,European American,Male,68680
314,MARGUERITE,NULL,Achord,9700 BISSONNET STREET,HOUSTON,TX,77036,11/8/1990,Black,European American,Female,57648
315,HATTIE,NULL,Beloate,9600 SW OAK STREET,TIGARD,OR,97223,8/15/1993,Hispanic,European American,Male,31493
316,HARRIET,NULL,Apa,500 INNOVATION DRIVE,BLAIRSVILLE,PA,15717,6/9/1995,White,European American,Female,29035
317,MOLLY,NULL,Althoff,300 SIX FLAGS DRIVE SUITE 100,ARLINGTON,TX,76011,10/12/2001,White,European American,Male,71587
318,CECILIA,NULL,Baptista,255 NORTHPOINT DRIVE,HOUSTON,TX,77060,12/31/1983,Hispanic,European American,Male,82730
319,KRISTI,NULL,Altmiller,7151 OFFICE CITY DRIVE,HOUSTON,TX,77087,11/18/1992,White,European American,Male,13543
320,BRANDI,NULL,Basone,23400 MICHIGAN AVENUE,DEARBORN,MI,48124,6/2/1992,Black,European American,Male,69113
321,BLANCHE,NULL,Bedatsky,9100 US HIGHWAY 290 EAST,AUSTIN,TX,78754,3/30/1984,White,European American,Male,23243
322,SANDY,NULL,Alescio,300 RIVER PLACE DRIVE,DETROIT,MI,48207,2/16/1979,White,European American,Female,10641
323,ROSIE,NULL,Amores,5000 HADLEY ROAD,SOUTH PLAINFIELD,NJ,7080,8/22/1978,White,European American,Male,52235
324,JOANNA,NULL,Alnutt,9200 SOUTHPARK CENTER LOOP,ORLANDO,FL,32819,4/26/1989,White,European American,Male,48207
325,IRIS,NULL,Alspaugh,2401 NORTH HARBOR CITY BOULEVARD,MELBOURNE,FL,32905,12/18/1981,White,European American,Male,35249
326,EUNICE,NULL,Bassette,805 WELLS ROAD,ORANGE PARK,FL,32073,1/4/1991,White,European American,Male,49624
327,ANGIE,NULL,Belanger,995 EAST MEMORIAL BOULEVARD,LAKELAND,FL,33801,4/20/2000,White,European American,Male,70202
328,INEZ,NULL,Ankrom,8226 PHILLIPS HIGHWAY,JACKSONVILLE,FL,32256,8/25/1999,White,European American,Male,84088
329,LYNDA,NULL,Alicer,4715 SOUTH FLORIDA AVENUE SUITE 4,LAKELAND,FL,33813,4/28/1985,White,European American,Female,84652
330,MADELINE,NULL,Bellard,825 TECH CENTER DRIVE,GAHANNA,OH,43230,12/20/1992,White,European American,Male,51866
331,AMELIA,NULL,Abington,12257  BUSINESS PARK DRIVE,DRAPER,UT,84020,5/4/1991,White,European American,Male,89305
332,ALBERTA,NULL,Baca,1199 S. WOODLAND BOULEVARD,DELAND,FL,32720,11/22/1984,Black,European American,Male,70539
333,GENEVIEVE,NULL,Bassi,5819 NORTHWEST LOOP 410,SAN ANTONIO,TX,78230,4/3/2000,White,European American,Male,24888
334,MONIQUE,NULL,Altum,1200 EAST 104TH,KANSAS CITY,MO,64131,3/20/1983,White,European American,Female,63245
335,JODI,NULL,Abramov,2800 SOUTH ROCK ROAD #100,WICHITA,KS,67210,9/22/1978,White,European American,Female,23212
336,JANIE,NULL,Abella,1320 MAIN STREET,WILLIMANTIC,CT,6226,12/20/1983,White,European American,Male,83657
337,MAGGIE,NULL,Baggesen,1250 29TH AVENUE SOUTH,MOORHEAD,MN,56560,2/15/2000,Black,European American,Female,61691
338,KAYLA,NULL,Alfred,1500 AMERICAN WAY,GREENWOOD,IN,46143,9/29/2000,White,European American,Male,24311
339,SONYA,T,Audette,1200 NORTH MERIDIAN STREET,INDIANAPOLIS,IN,46204,4/12/1981,Asian,European American,Male,80836
340,JAN,NULL,Azznara,1630 - 1640 SOUTH CONGRESS AVENUE,PALM SPRINGS,FL,33461,10/27/1977,White,European American,Female,40259
341,LEE,NULL,Barlup,3354 PERIMETER HILL DRIVE,NASHVILLE,TN,37211,9/29/1992,White,European American,Male,21454
342,KRISTINE,NULL,Barndt,4575 SAN MATEO BOULEVARD,ALBUQUERQUE,NM,87109,6/4/1992,White,European American,Female,55313
343,CANDACE,NULL,Belongia,444 APPLEYARD DRIVE,TALLAHASSEE,FL,32304,5/31/1980,White,European American,Male,33845
344,FANNIE,NULL,Atkin,3035 SOUTH SHILOH RD.,GARLAND,TX,75041,1/17/1985,White,European American,Male,63589
345,MARYANN,NULL,Berishaj,33533 W. 12 MILE,FARMINGTON HILLS,MI,48334,9/6/1981,White,European American,Male,74029
346,OPAL,NULL,Badagliacca,2700 MARTIN LUTHER KING JR. BLVD.,DETROIT,MI,48208,5/25/1976,White,European American,Male,61543
347,ALISON,NULL,Andras,23 NORTHPORT PLAZA,HANNIBAL,MO,63401,8/31/1978,White,European American,Female,73440
348,YVETTE,NULL,April,6200 ATLANTA HIGHWAY,MONTGOMERY,AL,36117,3/16/1986,White,European American,Male,17266
349,MELODY,NULL,Balius,ROAD #2 KM 43.5,MANATI,PR,701,4/10/1995,White,European American,Male,86541
350,LUZ,NULL,Arron,3000 EAST COLISEUM BOULEVARD,FORT WAYNE,IN,46805,12/30/1979,White,European American,Male,23950
351,SUSIE,NULL,Ambrosino,755 WHITE POND DRIVE,AKRON,OH,44320,7/28/1997,White,European American,Male,60557
352,OLIVIA,NULL,Albe,2119 KIMBERLY ROAD,BETTENDORF,IA,52722,6/26/1982,White,European American,Male,47147
353,FLORA,NULL,Akal,4001 FT. CAMPBELL BOULEVARD,HOPKINSVILLE,KY,42240,4/16/1993,White,European American,Male,33147
354,SHELLEY,NULL,Bartell,4300 FASHION SQUARE BOULEVARD,SAGINAW,MI,48603,10/20/1985,White,European American,Male,65700
355,KRISTY,NULL,Adelizzi,3568 PINE GROVE AVENUE,PORT HURON,MI,48060,8/30/1991,White,European American,Female,23173
356,MAMIE,NULL,Berlinger,950 NORTON AVENUE,ROOSEVELT PARK,MI,49441,11/21/1996,Black,European American,Male,33483
357,LULA,NULL,Aggas,4741 WASHTENAW AVENUE,ANN ARBOR,MI,48108,6/1/1981,White,European American,Female,20553
358,LOLA,NULL,Balle,3777 SPARKS DRIVE S.E.,GRAND RAPIDS,MI,49546,1/22/1997,White,European American,Male,25245
359,VERNA,NULL,Azure,9327 TELEGRAPH  ROAD,REDFORD,MI,48239,2/16/1978,Hispanic,European American,Female,35542
360,BEULAH,NULL,Ablao,3221 ENTERPRISE WAY,MIRAMAR,FL,33025,6/2/1978,White,European American,Male,11387
361,ANTOINETTE,NULL,Arntz,215 FIRST STREET,CAMBRIDGE,MA,2142,9/23/1983,White,European American,Male,52292
362,CANDICE,NULL,Barbian,346 LEXINGTON AVENUE,CLIFTON,NJ,7011,1/1/2001,White,European American,Male,50239
363,JUANA,NULL,Adley,9160 FORUM CORPORATE PARKWAY #100,FORT MYERS,FL,33905,4/13/2000,White,European American,Male,74486
364,JEANNETTE,NULL,Bakeley,22322 RUTLAND DRIVE,SOUTHFIELD,MI,48075,5/17/1995,White,European American,Female,84548
365,PAM,NULL,Beath,11500 N. W. AMBASSADOR,KANSAS CITY,MO,64153,11/4/2000,White,European American,Female,11276
366,KELLI,V,Abdulla,7230 ENGLE ROAD,FORT WAYNE,IN,46804,3/8/1985,White,European American,Male,55152
367,HANNAH,NULL,Bejaran,78 GLOBAL DRIVE SUITE 200,GREENVILLE,SC,29607,6/14/1977,White,European American,Male,69545
368,WHITNEY,NULL,Bagner,2363 SEQUOIA DRIVE SUITE 131,AURORA,IL,60506,1/19/1993,Black,European American,Male,20281
369,BRIDGET,NULL,Allender,3901 CAPITAL BOULEVARD,RALEIGH,NC,27604,7/26/1979,White,European American,Male,34185
370,KARLA,NULL,Abundiz,9050 OVERLAND ROAD,BOISE,ID,83709,1/27/2000,White,European American,Male,39206
371,CELIA,NULL,Argiro,4608 SOUTH GARNETT,TULSA,OK,74146,7/4/1982,White,European American,Female,62911
372,LATOYA,NULL,Arvelo,200 ACADEMY SUITE A,AUSTIN,TX,78704,2/8/1981,Hispanic,European American,Female,75619
373,PATTY,NULL,Amauty,3324 WALNUT BEND LANE,HOUSTON,TX,77042,10/12/1996,White,European American,Female,15484
374,SHELIA,NULL,Alderson,401 EAST PALACE PARKWAY,GRAND PRAIRIE,TX,75050,11/3/1983,Black,European American,Male,17595
375,GAYLE,NULL,Belcastro,31522 GRATIOT AVENUE,ROSEVILLE,MI,48066,8/1/1983,White,European American,Female,67744
376,DELLA,NULL,Agent,850 NORTH TELSHOR,LAS CRUCES,NM,88011,9/4/1982,Unknown,European American,Male,49628
377,VICKY,NULL,Annable,701 SOUTH TAYLOR STREET B-190,AMARILLO,TX,79101,12/15/1979,White,European American,Male,80978
378,LYNNE,NULL,Bergner,3003 ENGLISH CREEK AVENUE,EGG HARBOR,NJ,8234,9/19/1994,White,European American,Female,70360
379,SHERI,NULL,Bena,9121 ROOSEVELT BOULEVARD,PHILADELPHIA,PA,19114,3/18/1990,White,European American,Male,42374
380,MARIANNE,NULL,Arseneault,550 BROAD STREET,NEWARK,NJ,7102,6/22/1983,White,European American,Female,65887
381,KARA,NULL,Babb,1255 ROUTE 70,LAKEWOOD,NJ,8701,5/27/1995,White,European American,Female,26551
382,JACQUELYN,NULL,Amaral,5330 EAST MAIN STREET,COLUMBUS,OH,43213,12/5/1987,Hispanic,European American,Female,53992
383,ERMA,NULL,Beaudreau,403 MAIN STREET,EAST HARTFORD,CT,6118,2/26/1976,Hispanic,European American,Male,89119
384,BLANCA,NULL,Angle,205 10TH STREET,LEWISTON,ID,83501,8/26/1994,White,European American,Female,39225
385,MYRA,NULL,Bakhshian,4200 SOUTH  EAST STREET,INDIANAPOLIS,IN,46227,5/24/1992,Hispanic,European American,Male,72264
386,LETICIA,NULL,Ast,2998 STEMMONS FREEWAY,DALLAS,TX,75247,2/21/1998,White,European American,Male,29875
387,PAT,NULL,Abair,6991 APPLING FARMS PKY,MEMPHIS,TN,38133,8/14/1997,White,European American,Male,89799
388,KRISTA,NULL,Beldin,GRAND OAKS PLAZA II,PORT CHARLOTTE,FL,33953,1/8/1981,White,European American,Male,59618
389,ROXANNE,NULL,Bellah,4620 50TH STREET SUITE 9,LUBBOCK,TX,79414,11/29/1980,Hispanic,European American,Male,54780
390,ANGELICA,NULL,Acy,1400 WEST NORMANTOWN ROAD,ROMEOVILLE,IL,60446,6/6/1998,White,European American,Male,14224
391,JOHNNIE,NULL,Antonakos,10800 CORKSCREW ROAD,ESTERO,FL,33928,8/15/1998,White,European American,Male,12034
392,ROBYN,NULL,Abarca,2000 S. PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,78416,10/7/1976,Hispanic,European American,Male,50266
393,FRANCIS,NULL,Banister,2100 WEST HUDSON ROAD,ROGERS,AR,72756,10/7/1997,Black,European American,Female,63815
394,ADRIENNE,NULL,Alosta,925 SOUTH GILBERT ROAD #201,MESA,AZ,85204,5/27/1977,White,European American,Male,47590
395,ROSALIE,NULL,Barnard,5441 EAST 22ND STREET,TUCSON,AZ,85711,2/21/1984,Black,European American,Male,72996
396,ALEXANDRA,D,Bava,4201 CENTRAL AVENUE NORTHWEST,ALBUQUERQUE,NM,87105,1/29/1989,White,European American,Female,49395
397,BROOKE,NULL,Axman,3880 JACKPOT ROAD,GROVE CITY,OH,43123,2/22/1995,White,European American,Male,62971
398,BETHANY,NULL,Barricelli,5940 BEACH BOULEVARD,JACKSONVILLE,FL,32207,8/23/1990,White,European American,Male,55250
399,SADIE,NULL,Bairo,26 SOUTH HAMILTON STREET,POUGHKEEPSIE,NY,12601,9/8/1985,White,European American,Female,73333
400,BERNADETTE,NULL,Arenivas,37TH AND O STREETS NORTHWEST,WASHINGTON,DC,20057,1/27/1983,White,European American,Male,75376
401,TRACI,NULL,Aycock,3712 S.W. BURLINGAME,TOPEKA,KS,66609,8/26/1984,White,European American,Male,71263
402,JODY,NULL,Armon,1715 NORTH RANGELINE ROAD,JOPLIN,MO,64801,2/20/1990,White,European American,Female,32306
403,KENDRA,NULL,Akard,708 S. SHERIDAN,TULSA,OK,74112,11/19/2001,White,European American,Female,75507
404,JASMINE,NULL,Arman,6130 E. CENTRAL,WICHITA,KS,67208,1/12/1995,White,European American,Male,81195
405,NICHOLE,NULL,Aavang,1424 W. PRICE ROAD STE. K,BROWNSVILLE,TX,78520,2/7/1987,White,European American,Male,86707
406,RACHAEL,NULL,Allshouse,603 ED CAREY DRIVE,HARLINGEN,TX,78550,3/11/1996,White,European American,Female,33109
407,CHELSEA,NULL,Bakanauskas,1021 W. H. SMITH BOULEVARD,GREENVILLE,NC,27834,11/30/1993,White,European American,Male,69818
408,MABLE,NULL,Banaszek,1001 KEYS DRIVE,GREENVILLE,SC,29615,3/1/1984,White,European American,Female,39001
409,ERNESTINE,NULL,Almsteadt,10021 BALLS FORD ROAD,MANASSAS,VA,20109,7/26/1979,Black,European American,Female,65187
410,MURIEL,NULL,Barchus,7410 NORTHSIDE DRIVE,NORTH CHARLESTON,SC,29420,12/7/1976,Hispanic,European American,Male,45717
411,MARCELLA,NULL,Aubry,4101 DOIE COPE ROAD,RALEIGH,NC,27613,3/13/1985,White,European American,Female,75283
412,ELENA,NULL,Bakes,250 BERRYHILL ROAD,COLUMBIA,SC,29210,4/13/1978,White,European American,Male,59553
413,KRYSTAL,NULL,Belin,124 FLOYD DRIVE,CHARLOTTE,NC,28262,6/1/1975,White,European American,Female,78063
414,ANGELINA,NULL,Beetz,2428 ALMEDA AVENUE,NORFOLK,VA,23513,8/8/1994,White,European American,Female,57739
415,NADINE,NULL,Baadsgaard,5501 GREENWICH RD,VIRGINIA BEACH,VA,23462,10/23/1997,White,European American,Female,35237
416,KARI,NULL,Basanta,800 MOOREFIELD PARK DRIVE,RICHMOND,VA,23236,1/26/2001,White,European American,Male,66022
417,ESTELLE,NULL,Backhaus,4305 COX ROAD,GLEN ALLEN,VA,23060,6/8/1995,Hispanic,European American,Female,70378
418,DIANNA,NULL,Baar,2809 EMERYWOOD PARKWAY,RICHMOND,VA,23294,10/29/1988,White,European American,Female,61214
419,PAULETTE,NULL,Abate,422 SOUTH 13TH STREET,INDIANA,PA,15701,8/12/1987,Black,European American,Male,32880
420,LORA,G,Amir,2151 ALESSANDRO DRIVE,VENTURA,CA,93001,10/15/1991,White,European American,Female,45951
421,MONA,NULL,Albarracin,1245 NORTH GERMANTOWN PARKWAY,CORDOVA,TN,38016,1/14/1991,White,European American,Male,18460
422,DOREEN,NULL,Anciso,241 COMMERCE DRIVE,CRYSTAL LAKE,IL,60014,1/20/1988,White,European American,Male,17302
423,ROSEMARIE,NULL,Ahia,326 KENMORE AVENUE,BUFFALO,NY,14223,10/25/1986,White,European American,Male,52787
